Id	Name	Path	EntityId
281474981494861	Building_L0_X77_Y73		54
281474981429326	Building_L0_X78_Y72		55
281474981560398	Building_L0_X78_Y74		56
281474981494863	Building_L0_X79_Y73		57
281474981494862	Building_L0_X78_Y73		58
281474981429325	Building_L0_X77_Y72		59
281474980905024	Building_L0_X64_Y64		60
281474981560399	Building_L0_X79_Y74		61
281474981494864	Building_L0_X80_Y73		62
281474981494865	Building_L0_X81_Y73		63
281474981429327	Building_L0_X79_Y72		64
281474981560400	Building_L0_X80_Y74		65
281474981429328	Building_L0_X80_Y72		66
281474981363792	Building_L0_X80_Y71		67
281474981429331	Building_L0_X83_Y72		68
281474981429330	Building_L0_X82_Y72		69
281474981560402	Building_L0_X82_Y74		70
281474981494866	Building_L0_X82_Y73		71
281474981494867	Building_L0_X83_Y73		72
281474981560401	Building_L0_X81_Y74		73
281474981429329	Building_L0_X81_Y72		74
281474981625933	Building_L0_X77_Y75		75
281474981625931	Building_L0_X75_Y75		76
281474981691466	Building_L0_X74_Y76		77
281474981363791	Building_L0_X79_Y71		78
281474981363790	Building_L0_X78_Y71		79
281479274037287	Building_L1_X39_Y36		80
281479274037288	Building_L1_X40_Y36		81
281479274102824	Building_L1_X40_Y37		82
281479274037289	Building_L1_X41_Y36		83
281479274102825	Building_L1_X41_Y37		84
281479274102826	Building_L1_X42_Y37		85
281479273971754	Building_L1_X42_Y35		86
281479274168363	Building_L1_X43_Y38		87
281479274102822	Building_L1_X38_Y37		88
281483567824917	Building_L2_X21_Y18		89
281483567890453	Building_L2_X21_Y19		90
281483567759381	Building_L2_X21_Y17		91
281483567824915	Building_L2_X19_Y18		92
281483567824916	Building_L2_X20_Y18		93
281483567890451	Building_L2_X19_Y19		94
281483567759379	Building_L2_X19_Y17		95
281483567759380	Building_L2_X20_Y17		96
281487862202378	Building_L3_X10_Y9		97
281505041481728	Building_L7_X0_Y0		98
